medicine_id,code,name,facility,current_service_id,reference_price,existing_cash_price,classification,risk,proposed_service_code,proposed_service_name,proposed_cash_price,price_evidence,confidence,proposed_action
96,"MEBE SYRUP","mebendazole syrup",1,,3000.00,,safe_missing_service,conditional_explicit_price_approval,MED-MEBE-SYRUP,"mebendazole syrup",3000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
97,"ALBE SYRUP","albendazole syrup",1,,3000.00,,ambiguous_configuration,manual_review,MED-ALBE-SYRUP,"albendazole syrup",,"Duplicate medicine name would violate facility/service name uniqueness",manual_review,"Resolve duplicate catalog identity and price manually"
98,ZEC,"zecuf syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-ZEC,"zecuf syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
99,"HEMO SYRUP","hemovit syrup",1,,8000.00,,safe_missing_service,conditional_explicit_price_approval,MED-HEMO-SYRUP,"hemovit syrup",8000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
100,"PCM SYRUP","paracetamol syrup",1,,3000.00,,safe_missing_service,conditional_explicit_price_approval,MED-PCM-SYRUP,"paracetamol syrup",3000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
101,SYRUP,"amoxicillin syrup",1,,3000.00,,safe_missing_service,conditional_explicit_price_approval,MED-SYRUP,"amoxicillin syrup",3000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
102,AMOXICL,"amoxiclav syrup",1,,10000.00,,safe_missing_service,conditional_explicit_price_approval,MED-AMOXICL,"amoxiclav syrup",10000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
103,"AZITHR SYRUP","azithromycin syrup",1,,5000.00,,safe_missing_service,conditional_explicit_price_approval,MED-AZITHR-SYRUP,"azithromycin syrup",5000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
105,"MUCO SYP","mucolyn syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-MUCO-SYP,"mucolyn syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
106,"VITAM B SYP","vitamin b complex syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-VITAM-B-SYP,"vitamin b complex syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
107,"ZINC SYRUP","zinc sulphate syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-ZINC-SYRUP,"zinc sulphate syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
108,NYST,"nystatin solution",1,,3000.00,,safe_missing_service,conditional_explicit_price_approval,MED-NYST,"nystatin solution",3000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
109,"SALB SYRUP","salbutamol syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-SALB-SYRUP,"salbutamol syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
110,"CETR SYRP","cetirizine syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-CETR-SYRP,"cetirizine syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
111,"JUN CO SYP","junior core syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-JUN-CO-SYP,"junior core syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
112,"AMPL SYP","ampiclox syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-AMPL-SYP,"ampiclox syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
113,"IBU SYP","ibuprofen syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-IBU-SYP,"ibuprofen syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
114,"METRO SYP","metronidazole syrup",1,,3000.00,,safe_missing_service,conditional_explicit_price_approval,MED-METRO-SYP,"metronidazole syrup",3000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
116,"ALB SYP","albendazole syrup",1,,3000.00,,ambiguous_configuration,manual_review,MED-ALB-SYP,"albendazole syrup",,"Duplicate medicine name would violate facility/service name uniqueness",manual_review,"Resolve duplicate catalog identity and price manually"
117,"ALU SYP","alu syrup",1,,8000.00,,safe_missing_service,conditional_explicit_price_approval,MED-ALU-SYP,"alu syrup",8000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
118,"BBE SLN","bbe solution",1,,3000.00,,ambiguous_configuration,manual_review,MED-BBE-SLN,"bbe solution",,"Duplicate medicine name would violate facility/service name uniqueness",manual_review,"Resolve duplicate catalog identity and price manually"
119,"MOUTH WASH 3%","hydrogeb peroxide-mouth wash",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-MOUTH-WASH-3,"hydrogeb peroxide-mouth wash",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
120,"HYDRG P 6%","hydrogen peroxide 6%",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-HYDRG-P-6,"hydrogen peroxide 6%",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
121,"FLAGGYL INF","metronidazole iv infunsion 500mg/100ml",1,,5000.00,,safe_missing_service,conditional_explicit_price_approval,MED-FLAGGYL-INF,"metronidazole iv infunsion 500mg/100ml",5000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
122,"FLUCO INF","fluconazole iv infusion 200mg/100ml",1,,5000.00,,safe_missing_service,conditional_explicit_price_approval,MED-FLUCO-INF,"fluconazole iv infusion 200mg/100ml",5000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
123,"DNS INFUNSION","dextrose+normal saline 500mls infunsion",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-DNS-INFUNSION,"dextrose+normal saline 500mls infunsion",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
124,"NS INFUSION","sodium chloride 500mls infusion",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-NS-INFUSION,"sodium chloride 500mls infusion",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
125,"RL INFUSION","ringers lactate (harmattan) inf. 500mls",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-RL-INFUSION,"ringers lactate (harmattan) inf. 500mls",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
126,D5%,"dextrose 5% infunsion",1,,5000.00,,safe_missing_service,conditional_explicit_price_approval,MED-D5,"dextrose 5% infunsion",5000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
127,D10%,"dextrose 10% infunsion",1,,5000.00,,safe_missing_service,conditional_explicit_price_approval,MED-D10,"dextrose 10% infunsion",5000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
128,ORS,"oral rehydration satchet",1,,1000.00,,safe_missing_service,conditional_explicit_price_approval,MED-ORS,"oral rehydration satchet",1000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
129,"ERYTH SYP","erythromycin syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-ERYTH-SYP,"erythromycin syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
130,BELLA,"belladoma syrup",1,,5000.00,,safe_missing_service,conditional_explicit_price_approval,MED-BELLA,"belladoma syrup",5000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
131,"PROME SYP","promethazine 25mg syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-PROME-SYP,"promethazine 25mg syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
132,"CTX SYP","co-trimoxazole syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-CTX-SYP,"co-trimoxazole syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
133,NAT,"nat b tabs",1,,500.00,,safe_missing_service,conditional_explicit_price_approval,MED-NAT,"nat b tabs",500.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
134,CATGUT,"suture absorbable 445mm + 30mm",1,,5000.00,,safe_missing_service,conditional_explicit_price_approval,MED-CATGUT,"suture absorbable 445mm + 30mm",5000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
135,"SY 1","syringe 1cc",1,,500.00,,safe_missing_service,conditional_explicit_price_approval,MED-SY-1,"syringe 1cc",500.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
136,"SY 2","syringe 2cc",1,,500.00,,safe_missing_service,conditional_explicit_price_approval,MED-SY-2,"syringe 2cc",500.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
137,"SY 5","syringe 5cc",1,,500.00,,safe_missing_service,conditional_explicit_price_approval,MED-SY-5,"syringe 5cc",500.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
138,"SY 10","syringe 10cc",1,,500.00,,safe_missing_service,conditional_explicit_price_approval,MED-SY-10,"syringe 10cc",500.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
139,"CAN 18","cannula 18G",1,,1000.00,,safe_missing_service,conditional_explicit_price_approval,MED-CAN-18,"cannula 18G",1000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
140,"CAN 20G","cannula 20G",1,,1000.00,,safe_missing_service,conditional_explicit_price_approval,MED-CAN-20G,"cannula 20G",1000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
141,"CAN 22G","cannula 22G",1,,1000.00,,safe_missing_service,conditional_explicit_price_approval,MED-CAN-22G,"cannula 22G",1000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
142,"CAN 24","cannula 24G",1,,1000.00,,safe_missing_service,conditional_explicit_price_approval,MED-CAN-24,"cannula 24G",1000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
143,"GV S","giving set",1,,1500.00,,safe_missing_service,conditional_explicit_price_approval,MED-GV-S,"giving set",1500.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
144,SCLP,"scalp vein",1,,1500.00,,safe_missing_service,conditional_explicit_price_approval,MED-SCLP,"scalp vein",1500.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
145,BISA,"bisacodyl 10mg tablet",1,,500.00,,safe_missing_service,conditional_explicit_price_approval,MED-BISA,"bisacodyl 10mg tablet",500.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
146,ZEN,"zenergy syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-ZEN,"zenergy syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
147,SILVEREX,"silver sulfadiazine gel",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-SILVEREX,"silver sulfadiazine gel",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
148,TOTO,"totolyn syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-TOTO,"totolyn syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
149,GOO,"good morning syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-GOO,"good morning syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
150,SED,"sedition syrup",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-SED,"sedition syrup",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
151,EPHE,"ephedrine nasal drops",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-EPHE,"ephedrine nasal drops",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
152,CEPH,"cephalexin syrup",1,,5000.00,,safe_missing_service,conditional_explicit_price_approval,MED-CEPH,"cephalexin syrup",5000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
154,"HYDR INJ","hydrocortisone 100mg inj",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-HYDR-INJ,"hydrocortisone 100mg inj",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
155,"HYO INJ","hyoscine 10mg inj",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-HYO-INJ,"hyoscine 10mg inj",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
156,"FRU INJ","frusemide inj 20mg",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-FRU-INJ,"frusemide inj 20mg",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
157,"DEXA INJ","dexamethasone 4mg  inj",1,,5000.00,,safe_missing_service,conditional_explicit_price_approval,MED-DEXA-INJ,"dexamethasone 4mg  inj",5000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
158,"SU B","surgical blade pc",1,,500.00,,safe_missing_service,conditional_explicit_price_approval,MED-SU-B,"surgical blade pc",500.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
159,"AMINO TABS","aminophylline 100mg tabs",1,,300.00,,safe_missing_service,conditional_explicit_price_approval,MED-AMINO-TABS,"aminophylline 100mg tabs",300.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
160,GYNAZOLE,"miconazole 400mg tabs",1,,5000.00,,safe_missing_service,conditional_explicit_price_approval,MED-GYNAZOLE,"miconazole 400mg tabs",5000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
161,"ACY TAB","acyclovir 200mg tabs",1,,200.00,,safe_missing_service,conditional_explicit_price_approval,MED-ACY-TAB,"acyclovir 200mg tabs",200.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
162,"FLUCO TABS","fluconazole 150/200mg tabs",1,,300.00,,safe_missing_service,conditional_explicit_price_approval,MED-FLUCO-TABS,"fluconazole 150/200mg tabs",300.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
163,FOL,"folic acid 5mg tablet",1,,200.00,,safe_missing_service,conditional_explicit_price_approval,MED-FOL,"folic acid 5mg tablet",200.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
164,SP,"sulfadoxine-pyrimethamine tablets",1,,3000.00,,safe_missing_service,conditional_explicit_price_approval,MED-SP,"sulfadoxine-pyrimethamine tablets",3000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
165,"PCM SUP","paracetamol suppository ",1,,3000.00,,safe_missing_service,conditional_explicit_price_approval,MED-PCM-SUP,"paracetamol suppository ",3000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
166,BO,"boric acid ear drops",1,,4000.00,,safe_missing_service,conditional_explicit_price_approval,MED-BO,"boric acid ear drops",4000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
167,DUO,"duo-cortexin tabs",1,,10000.00,,safe_missing_service,conditional_explicit_price_approval,MED-DUO,"duo-cortexin tabs",10000.00,"Legacy UI called this Default price and legacy pricing code used it as patient unit price",semantics_supported_value_requires_admin_confirmation,"After backup and price approval: create service, link medicine, create cash price"
